Date,Close
2007-10-05,100.6
2007-10-08,95.45
2007-10-09,101.95
2007-10-10,102.9
2007-10-11,114.4
2007-10-12,113.65
2007-10-15,115.15
2007-10-16,126.9
2007-10-17,136.8
2007-10-18,132.0
2007-10-19,131.55
2007-10-22,129.8
2007-10-23,139.05
2007-10-24,136.9
2007-10-25,136.6
2007-10-26,140.7
2007-10-29,143.55
2007-10-30,146.75
2007-10-31,149.8
2007-11-01,146.45
2007-11-02,149.1
2007-11-05,152.15
2007-11-06,154.15
2007-11-07,151.9
2007-11-08,149.3
2007-11-09,148.7
2007-11-12,152.9
2007-11-13,156.55
2007-11-14,154.5
2007-11-15,157.1
2007-11-16,156.0
2007-11-19,161.65
2007-11-20,159.15
2007-11-21,146.75
2007-11-22,141.7
2007-11-23,151.1
2007-11-26,152.3
2007-11-27,148.55
2007-11-28,146.35
2007-11-29,142.4
2007-11-30,147.9
2007-12-03,150.0
2007-12-04,148.05
2007-12-05,153.95
2007-12-06,151.1
2007-12-07,150.45
2007-12-10,150.6
2007-12-11,149.9
2007-12-12,149.8
2007-12-13,147.3
2007-12-14,145.85
2007-12-17,137.05
2007-12-18,136.45
2007-12-19,133.95
2007-12-20,132.6
2007-12-24,136.65
2007-12-26,140.8
2007-12-27,141.8
2007-12-28,142.9
2007-12-31,143.95
2008-01-01,146.6
2008-01-02,145.8
2008-01-03,151.8
2008-01-04,151.0
2008-01-07,149.75
2008-01-08,144.65
2008-01-09,142.35
2008-01-10,138.95
2008-01-11,141.05
2008-01-14,143.2
2008-01-15,138.85
2008-01-16,136.0
2008-01-17,139.65
2008-01-18,133.15
2008-01-21,110.5
2008-01-22,99.4
2008-01-23,110.5
2008-01-24,110.75
2008-01-25,116.45
2008-01-28,117.7
2008-01-29,115.75
2008-01-30,109.35
2008-01-31,102.2
2008-02-01,105.75
2008-02-04,111.2
2008-02-05,114.65
2008-02-06,113.65
2008-02-07,108.3
2008-02-08,105.5
2008-02-11,98.05
2008-02-12,96.3
2008-02-13,94.9
2008-02-14,103.2
2008-02-15,106.15
2008-02-18,105.55
2008-02-19,104.4
2008-02-20,101.8
2008-02-21,102.5
2008-02-22,101.2
2008-02-25,102.05
2008-02-26,102.45
2008-02-27,108.45
2008-02-28,111.5
2008-02-29,109.9
2008-03-03,105.3
2008-03-04,102.6
2008-03-05,104.5
2008-03-07,99.15
2008-03-10,98.3
2008-03-11,106.4
2008-03-12,103.7
2008-03-13,89.45
2008-03-14,95.6
2008-03-17,91.85
2008-03-18,92.65
2008-03-19,93.2
2008-03-24,94.1
2008-03-25,97.65
2008-03-26,97.05
2008-03-27,98.8
2008-03-28,99.0
2008-03-31,98.3
2008-04-01,98.5
2008-04-02,100.1
2008-04-03,99.3
2008-04-04,98.8
2008-04-07,98.4
2008-04-08,95.9
2008-04-09,96.15
2008-04-10,98.05
2008-04-11,98.5
2008-04-15,100.0
2008-04-16,98.65
2008-04-17,102.45
2008-04-21,104.1
2008-04-22,105.8
2008-04-23,105.9
2008-04-24,102.15
2008-04-25,103.0
2008-04-28,103.4
2008-04-29,104.85
2008-04-30,105.55
2008-05-02,106.5
2008-05-05,106.0
2008-05-06,105.1
2008-05-07,103.6
2008-05-08,102.35
2008-05-09,101.75
2008-05-12,101.75
2008-05-13,102.05
2008-05-14,102.2
2008-05-15,102.25
2008-05-16,103.05
2008-05-20,102.85
2008-05-21,103.5
2008-05-22,102.1
2008-05-23,100.4
2008-05-26,99.65
2008-05-27,96.65
2008-05-28,100.2
2008-05-29,101.85
2008-05-30,98.6
2008-06-02,94.4
2008-06-03,90.9
2008-06-04,88.1
2008-06-05,87.95
2008-06-06,87.0
2008-06-09,85.8
2008-06-10,85.2
2008-06-11,85.6
2008-06-12,86.2
2008-06-13,85.65
2008-06-16,88.65
2008-06-17,91.3
2008-06-18,91.2
2008-06-19,89.25
2008-06-20,87.2
2008-06-23,84.15
2008-06-24,81.55
2008-06-25,79.3
2008-06-26,83.8
2008-06-27,80.1
2008-06-30,78.5
2008-07-01,72.95
2008-07-02,76.15
2008-07-03,74.15
2008-07-04,75.15
2008-07-07,76.8
2008-07-08,79.05
2008-07-09,84.55
2008-07-10,88.25
2008-07-11,84.05
2008-07-14,84.1
2008-07-15,80.6
2008-07-16,78.4
2008-07-17,82.4
2008-07-18,87.0
2008-07-21,91.9
2008-07-22,95.65
2008-07-23,102.4
2008-07-24,98.8
2008-07-25,99.0
2008-07-28,98.2
2008-07-29,94.25
2008-07-30,98.2
2008-07-31,94.75
2008-08-01,97.5
2008-08-04,98.1
2008-08-05,102.5
2008-08-06,99.9
2008-08-07,99.65
2008-08-08,97.95
2008-08-11,98.85
2008-08-12,97.15
2008-08-13,97.55
2008-08-14,95.2
2008-08-18,94.1
2008-08-19,92.35
2008-08-20,93.4
2008-08-21,92.4
2008-08-22,91.45
2008-08-25,92.45
2008-08-26,92.6
2008-08-27,90.75
2008-08-28,89.4
2008-08-29,93.1
2008-09-01,92.35
2008-09-02,97.2
2008-09-04,95.15
2008-09-05,93.05
2008-09-08,97.95
2008-09-09,98.3
2008-09-10,97.45
2008-09-11,94.85
2008-09-12,95.8
2008-09-15,89.75
2008-09-16,91.5
2008-09-17,89.15
2008-09-18,88.95
2008-09-19,94.35
2008-09-22,92.3
2008-09-23,91.2
2008-09-24,93.3
2008-09-25,90.4
2008-09-26,88.95
2008-09-29,85.65
2008-09-30,85.8
2008-10-01,88.65
2008-10-03,89.9
2008-10-06,88.05
2008-10-07,90.95
2008-10-08,90.25
2008-10-10,89.7
2008-10-13,91.5
2008-10-14,89.3
2008-10-15,88.55
2008-10-16,85.15
2008-10-17,78.75
2008-10-20,79.65
2008-10-21,80.3
2008-10-22,75.9
2008-10-23,72.2
2008-10-24,62.85
2008-10-27,58.0
2008-10-28,63.3
2008-10-29,65.65
2008-10-31,69.85
2008-11-03,72.0
2008-11-04,75.15
2008-11-05,72.4
2008-11-06,70.0
2008-11-07,75.45
2008-11-10,77.15
2008-11-11,76.25
2008-11-12,73.05
2008-11-14,72.8
2008-11-17,75.8
2008-11-18,71.7
2008-11-19,69.95
2008-11-20,69.2
2008-11-21,73.6
2008-11-24,75.45
2008-11-25,73.6
2008-11-26,75.25
2008-11-28,74.05
2008-12-01,73.45
2008-12-02,72.8
2008-12-03,75.0
2008-12-04,78.6
2008-12-05,77.65
2008-12-08,77.85
2008-12-10,76.6
2008-12-11,75.75
2008-12-12,73.4
2008-12-15,74.6
2008-12-16,77.45
2008-12-17,77.35
2008-12-18,79.65
2008-12-19,83.5
2008-12-22,83.55
2008-12-23,81.85
2008-12-24,80.45
2008-12-26,80.6
2008-12-29,82.3
2008-12-30,82.15
2008-12-31,83.15
2009-01-01,83.95
2009-01-02,84.35
2009-01-05,82.45
2009-01-06,81.85
2009-01-07,77.55
2009-01-09,77.15
2009-01-12,75.1
2009-01-13,74.0
2009-01-14,74.15
2009-01-15,73.05
2009-01-16,75.35
2009-01-19,78.25
2009-01-20,87.0
2009-01-21,81.2
2009-01-22,85.05
2009-01-23,86.25
2009-01-27,89.05
2009-01-28,91.05
2009-01-29,90.45
2009-01-30,88.25
2009-02-02,83.6
2009-02-03,84.95
2009-02-04,85.75
2009-02-05,85.25
2009-02-06,86.4
2009-02-09,86.45
2009-02-10,86.3
2009-02-11,86.5
