Date,Close,Predictions
2017-04-21,880.4,867.5326
2017-04-24,895.75,867.51044
2017-04-25,898.0,871.8526
2017-04-26,900.35,876.85596
2017-04-27,916.65,881.18024
2017-04-28,901.95,889.1671
2017-05-02,917.9,890.6885
2017-05-03,916.95,894.8429
2017-05-04,905.45,897.9647
2017-05-05,908.3,895.8264
2017-05-08,907.35,893.6254
2017-05-09,906.85,891.77716
2017-05-10,927.65,890.5329
2017-05-11,936.8,896.8561
2017-05-12,954.65,906.5712
2017-05-15,973.3,920.13794
2017-05-16,959.85,936.5829
2017-05-17,951.2,943.6906
2017-05-18,942.85,942.25665
2017-05-19,937.35,935.4886
2017-05-22,941.25,927.3055
2017-05-23,940.25,922.74304
2017-05-24,936.1,920.6541
2017-05-25,956.5,918.8906
2017-05-26,965.05,924.8802
2017-05-29,968.55,934.32666
2017-05-30,961.95,942.98175
2017-05-31,966.05,946.2108
2017-06-01,962.65,947.8927
2017-06-02,965.25,947.1882
2017-06-05,967.0,946.734
2017-06-06,966.4,947.0298
2017-06-07,968.65,947.2458
2017-06-08,978.85,948.14386
2017-06-09,985.1,952.4257
2017-06-12,976.7,958.4525
2017-06-13,974.2,960.1285
2017-06-14,968.05,958.9839
2017-06-15,962.6,955.183
2017-06-16,982.65,949.97723
2017-06-19,987.55,952.9209
2017-06-20,983.05,959.14526
2017-06-21,991.95,962.86414
2017-06-22,997.9,967.57587
2017-06-23,985.2,972.9391
2017-06-27,974.75,972.24725
2017-06-28,972.2,966.2465
2017-06-29,948.35,959.6907
2017-06-30,955.75,947.13324
2017-07-03,948.85,939.6427
2017-07-04,958.8,934.1324
2017-07-05,959.85,934.7452
2017-07-06,958.1,937.6598
2017-07-07,964.7,939.91376
2017-07-10,968.0,943.491
2017-07-11,958.75,947.3473
2017-07-12,956.65,946.7751
2017-07-13,962.1,944.18494
2017-07-14,977.2,943.5435
2017-07-17,979.7,948.74176
2017-07-18,977.1,954.8145
2017-07-19,994.2,958.17883
2017-07-20,980.0,965.24695
2017-07-21,999.45,966.0733
2017-07-24,992.95,971.1643
2017-07-25,987.95,973.45746
2017-07-26,986.55,972.2992
2017-07-27,998.15,969.88837
2017-07-28,1012.7,971.8198
2017-07-31,1021.65,979.4309
2017-08-01,1015.3,989.3335
2017-08-02,1010.9,994.3705
2017-08-03,996.4,994.5425
2017-08-04,996.2,988.0019
2017-08-07,997.9,981.474
2017-08-08,987.7,977.779
2017-08-09,992.4,972.8854
2017-08-10,996.8,971.10785
2017-08-11,992.2,972.59186
2017-08-14,982.6,973.1967
2017-08-16,1000.55,970.1796
2017-08-17,989.0,973.24335
2017-08-18,983.55,973.22107
2017-08-21,969.55,970.4333
2017-08-22,970.8,962.95123
2017-08-23,980.1,956.99835
2017-08-24,972.1,956.7399
2017-08-28,976.05,955.7395
2017-08-29,964.4,956.3137
2017-08-30,971.35,953.28326
2017-08-31,976.0,952.5461
2017-09-01,992.55,954.33136
2017-09-04,978.1,961.9195
2017-09-05,988.4,963.8018
2017-09-06,996.15,966.6951
2017-09-07,993.5,971.3831
2017-09-08,1007.55,973.9904
2017-09-11,1006.5,979.72455
2017-09-12,1021.75,983.958
2017-09-13,1020.15,991.37823
2017-09-14,1007.6,996.53687
2017-09-15,1005.05,994.753
2017-09-18,1017.05,990.4005
2017-09-19,1034.35,990.7681
2017-09-20,1023.2,998.4357
2017-09-21,1029.15,1001.97156
2017-09-22,1021.9,1005.1086
2017-09-25,999.5,1004.4772
2017-09-26,994.0,995.1431
2017-09-27,979.6,984.47253
2017-09-28,1005.25,972.2346
2017-09-29,1002.25,972.7011
2017-10-03,1006.55,976.20386
2017-10-04,1029.45,981.2482
2017-10-05,1032.8,993.0404
2017-10-06,1039.5,1004.0467
2017-10-09,1049.95,1013.2123
2017-10-10,1055.65,1021.9737
2017-10-11,1043.85,1029.2048
2017-10-12,1057.6,1028.983
2017-10-13,1082.35,1030.9996
2017-10-16,1082.5,1041.4006
2017-10-17,1078.6,1050.7131
2017-10-18,1095.9,1054.9534
2017-10-19,1077.75,1062.0403
2017-10-23,1061.55,1060.9252
2017-10-24,1065.7,1051.8644
2017-10-25,1010.55,1044.949
2017-10-26,1018.9,1021.97736
2017-10-27,1029.0,1005.41034
2017-10-30,1028.9,1000.42957
2017-10-31,1025.05,1001.289
2017-11-01,1024.35,1002.89
2017-11-02,1019.55,1004.2898
2017-11-03,1015.5,1003.651
2017-11-06,1009.75,1001.2427
2017-11-07,1013.3,997.1026
2017-11-08,1011.4,995.0271
2017-11-09,1005.35,993.6157
2017-11-10,993.4,990.8139
2017-11-13,994.7,984.4402
2017-11-14,999.2,979.5931
2017-11-15,1011.5,978.43097
2017-11-16,1017.45,983.0805
2017-11-17,1023.2,990.0397
2017-11-20,1040.55,997.29913
2017-11-21,1029.85,1008.0141
2017-11-22,1026.25,1012.19116
2017-11-23,1022.1,1011.37854
2017-11-24,1030.35,1007.5587
2017-11-27,1036.45,1006.77527
2017-11-28,1029.85,1009.2278
2017-11-29,1026.25,1009.5701
2017-11-30,1000.3,1007.93207
2017-12-01,1005.15,997.3179
2017-12-04,997.95,989.3548
2017-12-05,999.85,982.60126
2017-12-06,999.65,979.4479
2017-12-07,1001.6,978.68024
2017-12-08,1009.0,979.8168
2017-12-11,1008.5,983.8432
2017-12-12,1000.4,987.28424
2017-12-13,1014.9,986.57294
2017-12-14,1024.65,989.6951
2017-12-15,1030.1,996.1564
2017-12-18,1023.2,1003.216
2017-12-19,1021.35,1005.50305
2017-12-20,1012.7,1004.6831
2017-12-21,1010.55,999.99634
2017-12-22,1010.05,994.8765
2017-12-26,1016.25,991.19556
2017-12-27,1014.05,991.4382
2017-12-28,1004.75,992.1861
2017-12-29,1010.2,989.7721
2018-01-01,999.95,989.1638
2018-01-02,1003.2,985.85535
2018-01-03,1000.1,984.0366
2018-01-04,1000.4,982.29224
2018-01-05,1003.05,981.3479
2018-01-08,1006.1,981.9392
2018-01-09,1009.75,983.8911
2018-01-10,1002.25,986.8638
2018-01-11,1017.65,986.53973
2018-01-12,1023.35,990.52954
2018-01-15,1038.35,996.35596
2018-01-16,1033.25,1005.85236
2018-01-17,1027.1,1011.32446
2018-01-18,1046.5,1011.3438
2018-01-19,1060.55,1016.14874
2018-01-22,1074.1,1025.4631
2018-01-23,1075.45,1037.5667
2018-01-24,1080.1,1046.6492
2018-01-25,1092.35,1053.0242
2018-01-29,1115.1,1060.3522
2018-01-30,1088.05,1073.1843
2018-01-31,1108.95,1073.4043
2018-02-01,1120.95,1076.8507
2018-02-02,1085.95,1084.1136
2018-02-05,1062.25,1077.4822
2018-02-06,1033.8,1060.5643
2018-02-07,1036.3,1036.5989
2018-02-08,1051.75,1020.13824
2018-02-09,1032.0,1017.614
2018-02-12,1042.95,1014.078
2018-02-14,1042.45,1015.88446
2018-02-15,1042.15,1018.90857
2018-02-16,1050.2,1021.3881
2018-02-19,1056.2,1025.6837
2018-02-20,1045.8,1031.0602
2018-02-21,1055.05,1031.1305
2018-02-22,1072.5,1032.5503
2018-02-23,1080.85,1039.7433
2018-02-26,1105.15,1048.9636
2018-02-27,1093.05,1063.9586
2018-02-28,1090.55,1070.9512
2018-03-01,1095.7,1071.7769
2018-03-05,1100.0,1071.8246
2018-03-06,1082.45,1072.849
2018-03-07,1085.1,1067.47
2018-03-08,1082.3,1062.9392
2018-03-09,1082.45,1059.3293
2018-03-12,1100.6,1057.5006
2018-03-13,1083.9,1063.4702
2018-03-14,1081.75,1064.0486
2018-03-15,1085.65,1062.1553
2018-03-16,1060.75,1061.5663
2018-03-19,1049.0,1052.8618
2018-03-20,1045.3,1040.7094
2018-03-21,1051.1,1030.5891
2018-03-22,1053.05,1026.8744
2018-03-23,1038.8,1027.4031
2018-03-26,1039.35,1024.391
2018-03-27,1049.85,1021.7192
2018-03-28,1047.8,1023.798
2018-04-02,1096.55,1025.9559
2018-04-03,1103.3,1044.4033
2018-04-04,1078.3,1063.7982
2018-04-05,1118.3,1067.6729
2018-04-06,1119.2,1079.0304
2018-04-09,1118.25,1088.4596
2018-04-10,1113.65,1093.1937
2018-04-11,1126.1,1092.7279
2018-04-12,1134.6,1094.92
2018-04-13,1151.1,1099.9808
2018-04-16,1172.1,1109.9688
2018-04-17,1164.85,1125.4373
2018-04-18,1153.95,1134.3651
2018-04-19,1153.9,1133.9283
2018-04-20,1152.85,1130.482
2018-04-23,1169.0,1126.7998
2018-04-24,1166.0,1130.2054
2018-04-25,1167.85,1133.603
2018-04-26,1185.7,1136.6139
2018-04-27,1188.75,1144.9841
2018-04-30,1211.1,1153.1346
2018-05-02,1256.85,1166.4075
2018-05-03,1233.55,1193.1259
2018-05-04,1233.45,1205.4354
2018-05-07,1245.05,1208.292
2018-05-08,1241.85,1210.8588
2018-05-09,1251.15,1210.7247
2018-05-10,1247.5,1213.0087
2018-05-11,1267.3,1213.7247
2018-05-14,1271.6,1221.0743
2018-05-15,1283.85,1229.3931
2018-05-16,1281.4,1239.5609
2018-05-17,1270.7,1245.5507
2018-05-18,1294.4,1243.8857
2018-05-21,1276.65,1249.2285
2018-05-22,1262.7,1247.9418
2018-05-23,1255.35,1239.885
2018-05-24,1275.45,1230.0582
2018-05-25,1295.85,1231.0148
2018-05-28,1297.15,1242.8278
2018-05-29,1284.25,1254.3837
2018-05-30,1303.25,1256.8182
2018-05-31,1334.6,1262.5775
2018-06-01,1318.0,1278.814
2018-06-04,1303.95,1285.6631
2018-06-05,1304.7,1281.4192
2018-06-06,1315.7,1275.2822
2018-06-07,1310.45,1274.7969
2018-06-08,1318.35,1274.2075
2018-06-11,1323.35,1276.9158
2018-06-12,1329.3,1281.6213
2018-06-13,1325.65,1287.5193
2018-06-14,1332.65,1290.1873
2018-06-15,1340.0,1293.4667
2018-06-18,1315.3,1298.3843
2018-06-19,1303.25,1292.4249
2018-06-20,1324.6,1280.7582
2018-06-21,1313.95,1279.8436
2018-06-22,1321.4,1278.6528
2018-06-25,1328.0,1280.9286
2018-06-26,1329.85,1286.1
2018-06-27,1324.2,1291.0292
2018-06-28,1339.1,1291.8811
2018-06-29,1342.95,1296.7449
2018-07-02,1337.95,1302.3207
2018-07-03,1353.15,1303.9535
2018-07-04,1365.25,1309.3883
2018-07-05,1365.0,1318.3555
2018-07-06,1371.2,1324.7144
2018-07-09,1385.1,1330.0
2018-07-10,1372.15,1338.0071
2018-07-11,1386.95,1338.5024
2018-07-12,1389.8,1341.9779
2018-07-13,1404.35,1345.9034
2018-07-16,1408.45,1353.9686
2018-07-17,1400.6,1361.6736
2018-07-18,1398.55,1363.1068
2018-07-19,1347.4,1361.0924
2018-07-20,1333.3,1338.8396
2018-07-23,1337.05,1313.7322
2018-07-24,1312.25,1299.1683
2018-07-25,1314.9,1284.592
2018-07-26,1311.25,1277.4615
2018-07-27,1311.1,1274.7249
2018-07-30,1305.25,1275.0214
2018-07-31,1306.85,1274.4204
2018-08-01,1312.7,1274.656
2018-08-02,1280.2,1277.3536
2018-08-03,1309.5,1267.4718
2018-08-06,1282.8,1268.4395
2018-08-07,1283.7,1262.1337
2018-08-08,1288.3,1256.3206
2018-08-09,1277.25,1254.5155
2018-08-10,1285.5,1250.4868
2018-08-13,1287.15,1250.4474
2018-08-14,1293.0,1252.2856
2018-08-16,1245.4,1256.2323
2018-08-17,1263.25,1241.4386
2018-08-20,1274.75,1233.1104
2018-08-21,1263.4,1234.0952
2018-08-23,1247.7,1233.4927
2018-08-24,1254.5,1226.9585
2018-08-27,1274.9,1223.6649
2018-08-28,1285.1,1230.2417
2018-08-29,1288.6,1241.3098
2018-08-30,1278.05,1250.9733
2018-08-31,1287.25,1252.4503
2018-09-03,1269.1,1253.9841
2018-09-04,1257.6,1247.7839
2018-09-05,1238.15,1237.0135
2018-09-06,1260.9,1221.5344
2018-09-07,1244.95,1218.9817
2018-09-10,1223.35,1215.672
2018-09-11,1206.4,1205.7697
2018-09-12,1230.4,1191.6018
2018-09-14,1239.55,1190.5029
2018-09-17,1230.4,1197.501
2018-09-18,1215.3,1201.3818
2018-09-19,1226.9,1197.4456
2018-09-21,1180.2,1196.778
2018-09-24,1148.7,1180.0527
2018-09-25,1183.35,1153.134
2018-09-26,1169.4,1145.6467
2018-09-27,1142.45,1142.0402
2018-09-28,1141.6,1131.7272
2018-10-01,1122.0,1123.1892
2018-10-03,1098.25,1111.4952
2018-10-04,1074.5,1094.8558
2018-10-05,1052.2,1074.5342
2018-10-08,1104.3,1052.8196
2018-10-09,1108.45,1057.0228
2018-10-10,1137.75,1069.5839
2018-10-11,1115.55,1091.1207
