Date,Close,Predictions
2017-09-29,7978.2,8254.901
2017-10-03,7888.3,8246.592
2017-10-04,7847.2,8236.077
2017-10-05,7831.05,8222.22
2017-10-06,7903.2,8207.006
2017-10-09,7896.7,8203.83
2017-10-10,7893.7,8203.91
2017-10-11,7825.15,8205.15
2017-10-12,7904.25,8196.671
2017-10-13,7874.15,8197.653
2017-10-16,7842.0,8196.465
2017-10-17,7838.9,8190.4653
2017-10-18,7784.05,8183.162
2017-10-19,7731.1,8168.2373
2017-10-23,7818.5,8145.325
2017-10-24,7875.0,8135.565
2017-10-25,7870.2,8139.393
2017-10-26,8068.05,8147.181
2017-10-27,8114.45,8184.556
2017-10-30,8195.25,8232.663
2017-10-31,8211.25,8289.92
2017-11-01,8238.4,8343.798
2017-11-02,8225.8,8392.1455
2017-11-03,8219.4,8428.677
2017-11-06,8310.2,8454.118
2017-11-07,8220.3,8484.384
2017-11-08,8232.0,8497.75
2017-11-09,8204.8,8505.775
2017-11-10,8183.5,8506.191
2017-11-13,8109.2,8501.006
2017-11-14,8122.95,8484.016
2017-11-15,8127.25,8467.991
2017-11-16,8163.7,8455.118
2017-11-17,8348.35,8450.977
2017-11-20,8425.65,8477.588
2017-11-21,8424.8,8521.803
2017-11-22,8513.15,8566.368
2017-11-23,8463.4,8617.732
2017-11-24,8487.95,8655.566
2017-11-27,8508.6,8686.713
2017-11-28,8624.15,8712.752
2017-11-29,8671.35,8749.256
2017-11-30,8599.1,8789.76
2017-12-01,8609.0,8815.236
2017-12-04,8500.8,8833.772
2017-12-05,8500.4,8830.708
2017-12-06,8612.4,8821.111
2017-12-07,8882.4,8826.25
2017-12-08,9042.25,8874.269
2017-12-11,9133.8,8952.374
2017-12-12,9131.35,9043.273
2017-12-13,9120.65,9124.76
2017-12-14,9112.75,9188.983
2017-12-15,9165.9,9235.364
2017-12-18,9309.1,9275.14
2017-12-19,9801.5,9326.034
2017-12-20,9733.9,9443.135
2017-12-21,9631.05,9551.557
2017-12-22,9700.0,9628.691
2017-12-26,9679.0,9693.483
2017-12-27,9644.1,9738.687
2017-12-28,9629.2,9764.874
2017-12-29,9729.55,9778.237
2018-01-01,9651.9,9799.572
2018-01-02,9554.05,9808.266
2018-01-03,9416.6,9799.069
2018-01-04,9386.25,9766.48
2018-01-05,9433.85,9727.76
2018-01-08,9448.95,9699.687
2018-01-09,9383.55,9681.725
2018-01-10,9375.85,9661.543
2018-01-11,9339.8,9644.128
2018-01-12,9459.15,9625.342
2018-01-15,9358.45,9626.749
2018-01-16,9322.05,9619.161
2018-01-17,9313.9,9606.182
2018-01-18,9368.7,9591.953
2018-01-19,9323.95,9587.033
2018-01-22,9310.1,9578.912
2018-01-23,9393.4,9569.674
2018-01-24,9434.95,9573.367
2018-01-25,9278.2,9585.987
2018-01-29,9630.7,9577.1455
2018-01-30,9571.55,9614.93
2018-01-31,9509.7,9649.909
2018-02-01,9401.85,9671.994
2018-02-02,8990.6,9670.873
2018-02-05,9080.6,9602.765
2018-02-06,8984.6,9537.841
2018-02-07,8921.8,9466.364
2018-02-08,9030.7,9395.966
2018-02-09,8936.1,9353.275
2018-02-12,9117.85,9312.651
2018-02-14,9001.6,9307.594
2018-02-15,9020.25,9297.478
2018-02-16,8836.95,9292.253
2018-02-19,8724.85,9262.271
2018-02-20,8722.65,9213.368
2018-02-21,8782.75,9164.423
2018-02-22,8634.05,9130.488
2018-02-23,8698.8,9084.915
2018-02-26,9005.35,9053.408
2018-02-27,8891.2,9074.839
2018-02-28,8850.95,9093.081
2018-03-01,8873.45,9104.61
2018-03-05,8795.1,9114.981
2018-03-06,8616.5,9110.936
2018-03-07,8679.1,9076.758
2018-03-08,8729.35,9046.808
2018-03-09,8660.6,9028.202
2018-03-12,8810.3,9006.34
2018-03-13,8756.05,9009.544
2018-03-14,8846.3,9011.965
2018-03-15,8837.55,9028.331
2018-03-16,8676.55,9044.951
