Date,Close,Predictions
2017-01-16,22343.3,25398.346
2017-01-17,22350.15,25336.357
2017-01-18,22449.95,25249.557
2017-01-19,22822.05,25177.627
2017-01-20,22789.15,25176.701
2017-01-23,22736.95,25196.344
2017-01-24,23000.7,25215.96
2017-01-25,22990.95,25274.047
2017-01-27,23482.65,25335.275
2017-01-30,23234.4,25464.527
2017-01-31,23028.45,25559.84
2017-02-01,24029.65,25600.656
2017-02-02,23779.15,25766.209
2017-02-03,23385.9,25907.707
2017-02-06,23815.4,25964.9
2017-02-07,23783.9,26048.135
2017-02-08,23959.35,26117.764
2017-02-09,23893.25,26198.865
2017-02-10,24013.05,26260.19
2017-02-13,24858.85,26323.447
2017-02-14,25315.35,26503.773
2017-02-15,24750.45,26763.803
2017-02-16,25331.3,26929.857
2017-02-17,25040.3,27129.494
2017-02-20,25139.05,27259.8
2017-02-21,25253.5,27361.73
2017-02-22,25070.3,27451.01
2017-02-23,24877.7,27491.928
2017-02-27,24337.35,27480.01
2017-02-28,24130.1,27368.336
2017-03-01,23709.7,27206.836
2017-03-02,23448.95,26985.473
2017-03-03,23089.3,26736.703
2017-03-06,23061.45,26460.5
2017-03-07,23211.15,26212.766
2017-03-08,23448.35,26035.033
2017-03-09,23396.95,25946.887
2017-03-10,23356.55,25900.002
2017-03-14,24001.25,25874.182
2017-03-15,24133.4,25960.174
2017-03-16,24514.8,26092.656
2017-03-17,24691.4,26283.67
2017-03-20,25099.3,26493.836
2017-03-21,24961.95,26741.527
2017-03-22,24541.0,26942.445
2017-03-23,24373.55,27033.525
2017-03-24,24350.15,27045.072
2017-03-27,24163.65,27017.94
2017-03-28,24897.75,26948.748
2017-03-29,25056.1,26983.91
2017-03-30,25658.55,27069.71
2017-03-31,25587.5,27254.523
2017-04-03,25543.65,27435.273
2017-04-05,25765.25,27584.443
2017-04-06,25596.3,27732.498
2017-04-07,25806.85,27829.053
2017-04-10,25578.25,27923.97
2017-04-11,25880.45,27965.592
2017-04-12,26422.5,28027.45
2017-04-13,26085.65,28163.883
2017-04-17,26125.45,28252.84
2017-04-18,25532.6,28321.623
2017-04-19,25457.6,28281.627
2017-04-20,25501.8,28199.764
2017-04-21,25610.55,28117.764
2017-04-24,26093.15,28062.236
2017-04-25,26082.3,28096.307
2017-04-26,26041.15,28154.293
2017-04-27,25973.9,28209.795
2017-04-28,26068.0,28247.393
2017-05-02,25790.75,28287.248
2017-05-03,25914.95,28278.97
2017-05-04,25764.3,28274.791
2017-05-05,25833.4,28247.398
2017-05-08,26919.45,28227.031
2017-05-09,27128.5,28373.299
2017-05-10,27869.3,28581.828
2017-05-11,29469.05,28896.133
2017-05-12,29178.35,29435.324
2017-05-15,28930.6,29919.32
2017-05-16,29362.5,30279.994
2017-05-17,29093.55,30602.398
2017-05-18,28357.3,30810.46
2017-05-19,27936.05,30834.941
2017-05-22,27189.9,30727.922
2017-05-23,27598.25,30475.113
2017-05-24,27364.7,30269.184
2017-05-25,28009.45,30067.598
2017-05-26,28351.35,29997.81
2017-05-29,28172.1,30032.793
2017-05-30,28323.4,30076.9
2017-05-31,28435.0,30146.447
2017-06-01,28793.4,30230.803
2017-06-02,29180.1,30360.746
2017-06-05,29325.5,30541.623
2017-06-06,29191.2,30732.266
2017-06-07,29713.2,30877.064
2017-06-08,29691.05,31060.729
2017-06-09,29764.85,31219.152
2017-06-12,29353.45,31355.285
2017-06-13,29121.25,31399.184
2017-06-14,29049.5,31371.176
2017-06-15,28772.0,31309.117
2017-06-16,28746.9,31200.904
2017-06-19,28445.2,31090.076
2017-06-20,27917.4,30949.46
2017-06-21,27533.2,30744.877
2017-06-22,27680.85,30496.07
2017-06-23,27166.7,30292.727
2017-06-27,26661.05,30058.65
2017-06-28,27224.85,29781.324
2017-06-29,27340.05,29618.314
2017-06-30,27039.4,29533.607
2017-07-03,27766.8,29450.172
2017-07-04,27850.95,29494.637
2017-07-05,28067.1,29586.418
2017-07-06,27689.1,29717.943
2017-07-07,27852.25,29787.898
2017-07-10,27931.3,29853.49
2017-07-11,28130.9,29915.152
2017-07-12,28258.5,29994.033
2017-07-13,28055.95,30083.51
2017-07-14,27907.15,30132.055
2017-07-17,28059.55,30137.932
2017-07-18,28598.5,30149.355
2017-07-19,29215.0,30237.455
2017-07-20,29252.65,30426.07
2017-07-21,28903.15,30624.463
2017-07-24,28843.75,30747.04
2017-07-25,28407.45,30817.637
2017-07-26,29002.45,30791.293
2017-07-27,29102.25,30823.088
2017-07-28,29388.4,30875.998
2017-07-31,30081.2,30971.236
2017-08-01,31504.8,31166.969
2017-08-02,31153.8,31572.469
2017-08-03,30726.05,31927.475
2017-08-04,31637.25,32156.031
2017-08-07,31969.85,32438.277
2017-08-08,32120.85,32728.174
2017-08-09,31489.1,32993.58
2017-08-10,30111.7,33113.438
2017-08-11,29627.35,32966.668
2017-08-14,30385.6,32685.402
2017-08-16,30617.0,32504.195
2017-08-17,30928.0,32406.87
2017-08-18,31511.45,32401.648
2017-08-21,31634.25,32516.2
2017-08-22,30977.15,32671.781
2017-08-23,30648.25,32725.594
2017-08-24,30750.9,32695.549
2017-08-28,31288.35,32654.885
2017-08-29,30859.15,32690.5
2017-08-30,30984.0,32678.852
2017-08-31,31450.85,32677.627
2017-09-01,31772.4,32745.344
2017-09-04,31753.55,32869.203
2017-09-05,31935.3,32989.88
2017-09-06,32082.6,33119.016
2017-09-07,32861.95,33249.83
2017-09-08,32617.75,33471.84
2017-09-11,32498.6,33646.414
2017-09-12,32661.85,33764.54
2017-09-13,32226.4,33866.418
2017-09-14,32065.2,33878.535
2017-09-15,32007.95,33837.07
2017-09-18,32766.1,33772.664
2017-09-19,32403.95,33818.0
2017-09-20,32443.5,33833.023
2017-09-21,31824.3,33848.85
2017-09-22,31579.6,33771.566
2017-09-25,30979.85,33645.082
2017-09-26,30827.25,33433.387
2017-09-27,30470.2,33207.17
2017-09-28,30185.2,32957.895
2017-09-29,31213.3,32701.486
2017-10-03,31147.3,32635.113
2017-10-04,30884.6,32627.41
