Date,Close
2000-01-03,50.75
2000-01-04,48.1
2000-01-05,44.6
2000-01-06,45.25
2000-01-07,42.9
2000-01-10,42.9
2000-01-11,40.1
2000-01-12,39.0
2000-01-13,39.5
2000-01-14,39.9
2000-01-17,39.2
2000-01-18,38.3
2000-01-19,41.4
2000-01-20,43.0
2000-01-21,42.95
2000-01-24,40.05
2000-01-25,37.7
2000-01-27,39.0
2000-01-28,38.65
2000-01-31,37.05
2000-02-01,36.05
2000-02-02,37.7
2000-02-03,37.2
2000-02-04,37.95
2000-02-07,38.75
2000-02-08,38.7
2000-02-09,41.8
2000-02-10,45.15
2000-02-11,48.8
2000-02-14,44.9
2000-02-15,41.35
2000-02-16,39.7
2000-02-17,41.4
2000-02-18,40.8
2000-02-21,40.0
2000-02-22,38.2
2000-02-23,40.2
2000-02-24,42.6
2000-02-25,40.65
2000-02-28,40.85
2000-02-29,38.2
2000-03-01,39.85
2000-03-02,38.25
2000-03-03,37.0
2000-03-06,34.35
2000-03-07,33.65
2000-03-08,36.0
2000-03-09,34.0
2000-03-10,35.85
2000-03-13,35.45
2000-03-14,33.15
2000-03-15,35.8
2000-03-16,38.5
2000-03-21,35.45
2000-03-22,35.65
2000-03-23,34.55
2000-03-24,35.0
2000-03-27,34.55
2000-03-28,35.25
2000-03-30,34.85
2000-03-31,35.05
2000-04-03,34.85
2000-04-04,33.95
2000-04-05,32.75
2000-04-06,30.85
2000-04-07,33.0
2000-04-10,33.65
2000-04-11,32.05
2000-04-12,32.7
2000-04-13,32.45
2000-04-17,32.9
2000-04-18,32.4
2000-04-19,32.6
2000-04-20,32.0
2000-04-24,30.7
2000-04-25,30.55
2000-04-26,32.0
2000-04-27,32.0
2000-04-28,30.9
2000-05-02,30.1
2000-05-03,30.05
2000-05-04,29.9
2000-05-05,28.9
2000-05-08,28.55
2000-05-09,30.8
2000-05-10,31.6
2000-05-11,30.55
2000-05-12,30.5
2000-05-15,30.7
2000-05-16,29.35
2000-05-17,30.0
2000-05-18,29.45
2000-05-19,29.55
2000-05-22,28.5
2000-05-23,29.0
2000-05-24,29.4
2000-05-25,28.7
2000-05-26,30.0
2000-05-29,29.8
2000-05-30,30.0
2000-05-31,30.5
2000-06-01,29.45
2000-06-02,29.25
2000-06-05,29.25
2000-06-06,29.9
2000-06-07,29.95
2000-06-08,29.05
2000-06-09,28.5
2000-06-12,29.4
2000-06-13,29.4
2000-06-14,29.3
2000-06-15,29.5
2000-06-16,29.3
2000-06-19,29.4
2000-06-20,30.8
2000-06-21,33.2
2000-06-22,33.5
2000-06-23,32.2
2000-06-26,32.5
2000-06-27,31.7
2000-06-28,32.0
2000-06-29,31.95
2000-06-30,32.35
2000-07-03,31.6
2000-07-04,29.45
2000-07-05,31.8
2000-07-06,31.55
2000-07-07,32.3
2000-07-10,31.55
2000-07-11,34.05
2000-07-12,33.3
2000-07-13,34.0
2000-07-14,34.0
2000-07-17,34.5
2000-07-18,34.95
2000-07-19,34.0
2000-07-20,34.0
2000-07-21,34.1
2000-07-24,33.05
2000-07-25,33.0
2000-07-26,33.0
2000-07-27,33.0
2000-07-28,34.25
2000-07-31,34.0
2000-08-01,34.4
2000-08-02,34.0
2000-08-03,34.0
2000-08-04,34.35
2000-08-07,34.2
2000-08-08,33.9
2000-08-09,34.0
2000-08-10,34.4
2000-08-11,34.0
2000-08-14,34.0
2000-08-16,34.1
2000-08-17,34.15
2000-08-18,34.95
2000-08-21,34.1
2000-08-22,34.85
2000-08-23,34.05
2000-08-24,34.05
2000-08-25,34.0
2000-08-28,34.0
2000-08-29,34.0
2000-08-30,34.0
2000-08-31,34.0
2000-09-05,34.8
2000-09-06,34.95
2000-09-07,36.15
2000-09-08,34.5
2000-09-11,34.1
2000-09-12,34.1
2000-09-13,34.05
2000-09-14,34.25
2000-09-15,34.2
2000-09-18,34.05
2000-09-19,31.7
2000-09-21,32.1
2000-09-22,31.5
2000-09-25,32.1
2000-09-26,30.75
2000-09-27,31.15
2000-09-28,31.1
2000-09-29,31.0
2000-10-03,30.75
2000-10-04,29.9
2000-10-05,29.6
2000-10-06,30.0
2000-10-09,29.2
2000-10-10,29.95
2000-10-11,29.2
2000-10-12,28.6
2000-10-13,29.0
2000-10-16,29.3
2000-10-17,28.75
2000-10-18,28.15
2000-10-19,28.45
2000-10-20,28.3
2000-10-23,27.85
2000-10-24,27.15
2000-10-25,28.0
2000-10-27,28.0
2000-10-31,28.0
2000-11-01,28.85
2000-11-02,28.25
2000-11-03,29.0
2000-11-06,28.8
2000-11-07,28.25
2000-11-08,28.5
2000-11-09,28.35
2000-11-10,29.0
2000-11-13,28.25
2000-11-14,28.45
2000-11-15,28.75
2000-11-16,28.25
2000-11-17,28.2
2000-11-20,28.1
2000-11-21,29.0
2000-11-22,30.0
2000-11-23,29.4
2000-11-24,29.15
2000-11-27,29.0
2000-11-28,30.0
2000-11-29,29.5
2000-11-30,29.75
2000-12-01,29.2
2000-12-04,29.3
2000-12-05,30.0
2000-12-06,29.75
2000-12-07,29.6
2000-12-08,30.3
2000-12-11,29.75
2000-12-12,30.5
2000-12-13,30.8
2000-12-14,31.3
2000-12-15,31.5
2000-12-18,31.2
2000-12-19,30.0
2000-12-20,31.0
2000-12-21,30.5
2000-12-22,30.5
2000-12-26,30.1
2000-12-27,30.45
2000-12-28,29.9
2000-12-29,30.0
2001-01-01,30.05
2001-01-02,29.7
2001-01-03,29.75
2001-01-04,30.25
2001-01-05,29.75
2001-01-08,29.6
2001-01-09,29.5
2001-01-10,29.3
2001-01-11,29.8
2001-01-12,29.85
2001-01-15,29.85
2001-01-16,30.15
2001-01-17,29.8
2001-01-18,30.25
2001-01-19,30.05
2001-01-22,30.1
2001-01-23,30.0
2001-01-24,30.1
2001-01-25,31.0
2001-01-29,30.0
2001-01-30,30.15
2001-01-31,29.85
2001-02-01,31.25
2001-02-02,31.75
2001-02-05,32.45
2001-02-06,31.45
2001-02-07,31.0
2001-02-08,30.75
2001-02-09,31.05
2001-02-12,32.25
2001-02-13,31.0
2001-02-14,30.65
2001-02-15,30.4
2001-02-16,30.3
2001-02-19,30.35
2001-02-20,30.45
2001-02-21,30.1
2001-02-22,29.9
2001-02-23,30.1
2001-02-26,30.15
2001-02-27,30.05
2001-02-28,30.5
2001-03-01,30.25
2001-03-02,30.05
2001-03-05,30.5
2001-03-07,29.95
2001-03-08,29.95
2001-03-09,30.0
2001-03-12,30.0
2001-03-13,29.0
2001-03-14,29.2
2001-03-15,28.1
2001-03-16,28.1
2001-03-19,29.05
2001-03-20,28.75
2001-03-21,28.15
2001-03-22,29.0
2001-03-23,28.2
2001-03-26,28.75
2001-03-27,28.6
2001-03-28,28.55
2001-03-29,29.0
2001-03-30,28.6
2001-04-02,27.9
2001-04-03,28.0
2001-04-04,28.1
2001-04-06,29.25
2001-04-09,28.6
2001-04-10,28.65
2001-04-11,28.65
2001-04-12,26.9
2001-04-16,28.0
2001-04-17,28.7
2001-04-18,28.85
2001-04-19,29.15
2001-04-20,28.5
2001-04-23,29.05
2001-04-24,29.25
2001-04-25,28.8
2001-04-26,28.25
2001-04-27,28.3
2001-04-30,30.45
2001-05-02,28.7
2001-05-03,28.5
2001-05-04,28.5
2001-05-07,28.8
2001-05-08,30.0
2001-05-09,29.55
2001-05-10,30.25
2001-05-11,31.0
2001-05-14,30.15
2001-05-15,30.7
2001-05-16,30.0
2001-05-17,30.1
2001-05-18,30.4
2001-05-21,30.5
2001-05-22,30.4
2001-05-23,30.3
2001-05-24,30.5
2001-05-25,30.25
2001-05-28,31.25
2001-05-29,30.15
2001-05-30,30.25
2001-05-31,30.5
2001-06-01,30.6
2001-06-04,30.0
2001-06-05,30.0
2001-06-06,31.6
2001-06-07,31.3
2001-06-08,30.7
2001-06-11,31.0
2001-06-12,30.5
2001-06-13,30.9
2001-06-14,30.1
2001-06-15,30.55
2001-06-18,30.1
2001-06-19,30.15
2001-06-20,30.75
2001-06-22,29.9
2001-06-25,30.0
2001-06-26,29.9
2001-06-27,29.3
2001-06-28,29.2
2001-06-29,30.0
2001-07-03,29.1
2001-07-11,28.0
2001-07-26,25.2
2001-08-07,27.1
2001-08-13,29.0
2001-08-16,26.75
2001-08-20,29.0
2001-08-27,26.75
2001-08-28,28.0
2001-08-29,27.5
2001-08-30,27.5
2001-08-31,28.0
2001-09-12,26.5
2001-09-17,24.5
2001-09-21,25.25
2001-09-25,25.25
2001-09-27,25.6
2001-09-28,26.0
2001-10-01,25.1
2001-10-03,25.65
2001-10-04,26.0
2001-10-05,27.0
2001-10-09,25.7
2001-10-11,27.0
2001-10-12,27.0
2001-10-15,27.45
2001-10-17,27.0
2001-10-22,27.25
2001-10-24,26.75
2001-10-25,30.0
2001-10-31,29.4
2001-11-07,31.0
2001-11-09,29.05
2001-11-12,30.0
2001-11-15,32.0
2001-11-19,32.5
2001-11-20,33.25
2001-11-21,35.05
2001-11-22,34.5
2001-11-23,34.9
2001-11-26,34.9
2001-11-27,34.7
2001-11-28,35.5
2001-11-29,35.9
2001-12-03,35.5
2001-12-04,35.55
2001-12-05,35.7
2001-12-06,35.65
2001-12-07,34.55
2001-12-10,34.5
2001-12-11,35.05
2001-12-12,34.75
2001-12-13,34.6
2001-12-18,35.5
2001-12-19,36.0
2001-12-20,34.1
2001-12-21,33.1
2001-12-24,34.9
2001-12-26,34.9
2001-12-27,33.05
2001-12-31,33.55
2002-01-01,34.0
2002-01-02,34.2
2002-01-03,34.5
2002-01-07,34.25
2002-01-08,34.0
2002-01-09,34.75
2002-01-10,34.4
2002-01-11,34.35
2002-01-14,34.2
2002-01-15,36.0
2002-01-16,38.65
2002-01-17,39.0
2002-01-18,38.95
2002-01-21,38.7
2002-01-22,38.2
2002-01-23,40.45
2002-01-24,40.55
2002-01-25,39.5
2002-01-28,40.0
2002-01-29,39.8
2002-01-30,40.4
2002-01-31,40.35
2002-02-01,40.45
2002-02-04,40.45
2002-02-05,39.5
2002-02-06,40.05
2002-02-07,40.5
2002-02-08,40.95
2002-02-11,41.45
2002-02-12,43.1
2002-02-13,44.9
2002-02-14,46.5
2002-02-15,47.95
2002-02-18,54.7
2002-02-19,50.95
2002-02-20,46.95
2002-02-21,49.6
2002-02-22,48.3
2002-02-25,47.65
2002-02-26,46.55
2002-02-27,47.05
2002-02-28,44.25
2002-03-01,46.8
2002-03-04,47.8
2002-03-05,48.5
2002-03-06,48.15
2002-03-07,47.5
2002-03-08,47.5
2002-03-11,47.15
2002-03-12,53.4
2002-03-13,49.0
2002-03-14,50.1
2002-03-15,52.45
2002-03-18,51.1
2002-03-19,49.0
2002-03-20,49.5
2002-03-21,48.0
2002-03-22,47.4
2002-03-26,47.05
2002-03-27,46.5
2002-03-28,48.15
2002-04-01,47.25
2002-04-02,47.05
2002-04-03,47.1
2002-04-04,48.5
2002-04-05,48.55
2002-04-08,47.5
2002-04-09,48.0
2002-04-10,48.25
2002-04-11,47.05
2002-04-12,47.5
2002-04-15,48.75
2002-04-16,47.5
2002-04-17,48.15
2002-04-18,48.5
2002-04-19,47.5
2002-04-22,48.0
2002-04-23,48.0
2002-04-24,48.5
2002-04-25,48.6
2002-04-26,48.45
2002-04-29,51.9
2002-04-30,53.2
2002-05-02,62.8
2002-05-03,62.1
2002-05-06,72.65
2002-05-07,69.5
2002-05-08,68.3
2002-05-09,65.05
2002-05-10,68.2
2002-05-13,68.0
2002-05-14,67.2
2002-05-15,67.55
2002-05-16,65.8
2002-05-17,62.6
2002-05-20,60.45
2002-05-21,56.2
2002-05-22,56.75
2002-05-23,55.2
2002-05-24,59.75
2002-05-27,57.85
2002-05-28,55.65
2002-05-29,55.75
2002-05-30,55.5
2002-05-31,55.0
2002-06-03,58.7
2002-06-04,58.0
2002-06-05,59.05
2002-06-06,57.55
2002-06-07,57.0
2002-06-10,58.65
2002-06-11,60.0
2002-06-12,59.25
2002-06-13,58.75
2002-06-14,60.6
2002-06-17,61.7
2002-06-18,62.5
2002-06-19,60.25
2002-06-20,62.55
2002-06-21,61.7
2002-06-24,61.3
2002-06-25,60.65
2002-06-26,59.6
2002-06-27,59.9
2002-06-28,59.2
2002-07-01,61.0
2002-07-02,61.35
2002-07-03,61.6
2002-07-04,62.3
2002-07-05,63.0
2002-07-08,63.4
2002-07-09,63.3
2002-07-10,58.85
2002-07-11,58.45
2002-07-12,59.95
2002-07-15,60.1
2002-07-16,59.9
2002-07-17,56.85
2002-07-18,57.25
2002-07-19,58.05
2002-07-22,56.05
2002-07-23,57.05
2002-07-24,57.05
2002-07-25,54.65
2002-07-26,54.9
2002-07-29,47.9
2002-07-30,48.2
2002-07-31,47.45
2002-08-01,50.25
2002-08-02,50.7
2002-08-05,54.0
2002-08-06,52.4
2002-08-07,53.55
2002-08-08,52.4
2002-08-09,53.0
2002-08-12,52.0
2002-08-13,51.55
2002-08-14,51.15
2002-08-16,52.35
2002-08-19,51.2
2002-08-20,49.9
2002-08-21,50.05
2002-08-22,50.0
2002-08-23,50.5
2002-08-26,50.0
2002-08-27,50.0
2002-08-28,49.7
2002-08-29,49.0
2002-08-30,51.0
2002-09-02,49.0
2002-09-03,49.25
2002-09-04,50.0
2002-09-05,50.35
2002-09-06,50.0
2002-09-09,49.6
2002-09-11,49.3
2002-09-12,50.1
2002-09-13,50.0
2002-09-16,49.95
2002-09-17,49.8
2002-09-18,49.7
2002-09-19,49.75
2002-09-20,49.85
2002-09-23,50.85
2002-09-24,50.0
2002-09-25,49.5
2002-09-27,49.7
2002-09-30,49.5
2002-10-01,49.55
2002-10-03,49.0
2002-10-04,49.1
2002-10-07,49.5
2002-10-08,49.25
2002-10-09,49.15
2002-10-10,49.05
2002-10-11,49.2
2002-10-14,50.0
2002-10-16,49.55
2002-10-17,49.9
2002-10-18,49.5
2002-10-21,50.0
2002-10-22,48.1
2002-10-23,47.9
2002-10-24,47.3
2002-10-25,47.1
2002-10-28,47.85
2002-10-29,47.05
2002-10-30,47.05
2002-10-31,47.7
2002-11-01,48.0
2002-11-04,46.0
2002-11-05,46.25
2002-11-07,45.85
2002-11-08,46.0
2002-11-11,46.4
2002-11-12,46.2
2002-11-13,47.35
2002-11-14,47.3
2002-11-15,45.8
2002-11-18,46.15
2002-11-20,46.8
2002-11-21,47.75
2002-11-22,47.0
2002-11-25,48.0
2002-11-26,47.85
2002-11-27,48.2
2002-11-28,47.8
2002-11-29,47.0
2002-12-02,50.0
2002-12-03,49.15
2002-12-04,49.45
2002-12-05,49.0
2002-12-06,49.05
2002-12-09,48.05
2002-12-10,48.55
2002-12-11,48.2
2002-12-12,48.6
2002-12-13,48.95
2002-12-16,49.5
2002-12-17,48.25
2002-12-18,48.0
2002-12-19,48.15
2002-12-20,47.8
2002-12-23,47.85
2002-12-24,47.35
2002-12-26,47.75
2002-12-27,47.45
2002-12-30,47.5
2002-12-31,48.1
2003-01-01,49.0
2003-01-02,49.0
2003-01-03,49.15
2003-01-06,48.55
2003-01-07,49.0
